               epoch,      train/box_loss,      train/obj_loss,      train/cls_loss,   metrics/precision,      metrics/recall,     metrics/mAP_0.5,metrics/mAP_0.5:0.95,        val/box_loss,        val/obj_loss,        val/cls_loss,               x/lr0,               x/lr1,               x/lr2
                 170,            0.015522,           0.0054726,                   0,             0.95021,                   1,             0.99262,             0.84839,            0.015927,           0.0033264,                   0,            0.004423,            0.004423,            0.004423
                 171,            0.014777,           0.0048675,                   0,             0.94994,                   1,             0.99262,             0.81578,            0.016767,           0.0032635,                   0,             0.00439,             0.00439,             0.00439
                 172,            0.018469,           0.0058093,                   0,             0.94947,                   1,             0.99262,             0.83626,            0.015819,           0.0032854,                   0,            0.004357,            0.004357,            0.004357
                 173,            0.017199,           0.0050483,                   0,             0.94928,                   1,             0.99262,             0.80838,            0.018115,           0.0033827,                   0,            0.004324,            0.004324,            0.004324
                 174,            0.016383,           0.0050544,                   0,             0.94896,                   1,             0.99262,             0.84518,            0.015432,           0.0033021,                   0,            0.004291,            0.004291,            0.004291
                 175,            0.015233,           0.0057485,                   0,             0.94863,                   1,             0.99262,             0.82389,            0.019668,           0.0034504,                   0,            0.004258,            0.004258,            0.004258
                 176,             0.02099,           0.0053414,                   0,                   1,             0.98022,               0.995,               0.821,            0.015821,           0.0032587,                   0,            0.004225,            0.004225,            0.004225
                 177,            0.016564,           0.0056978,                   0,                   1,             0.98355,               0.995,             0.83922,            0.017161,           0.0033083,                   0,            0.004192,            0.004192,            0.004192
                 178,            0.014979,           0.0046326,                   0,                   1,               0.998,               0.995,             0.85005,             0.01619,           0.0033412,                   0,            0.004159,            0.004159,            0.004159
                 179,            0.013268,           0.0051886,                   0,                   1,             0.99439,               0.995,             0.73944,            0.020288,           0.0032773,                   0,            0.004126,            0.004126,            0.004126
                 180,            0.022429,           0.0054738,                   0,                   1,             0.99109,               0.995,             0.85209,            0.015109,           0.0031109,                   0,            0.004093,            0.004093,            0.004093
                 181,            0.015079,           0.0046486,                   0,                   1,             0.98616,               0.995,             0.82449,            0.016241,           0.0031848,                   0,             0.00406,             0.00406,             0.00406
                 182,            0.015319,           0.0046839,                   0,                   1,             0.98186,               0.995,             0.86834,            0.015094,           0.0031629,                   0,            0.004027,            0.004027,            0.004027
                 183,            0.013171,           0.0054205,                   0,              0.9491,                   1,             0.99262,             0.81991,            0.018254,           0.0032277,                   0,            0.003994,            0.003994,            0.003994
                 184,            0.016857,           0.0051903,                   0,             0.94913,                   1,             0.99262,             0.82615,            0.015826,           0.0031133,                   0,            0.003961,            0.003961,            0.003961
                 185,             0.01735,           0.0045039,                   0,             0.94925,                   1,             0.99262,             0.82873,            0.016758,           0.0031376,                   0,            0.003928,            0.003928,            0.003928
                 186,            0.015003,           0.0042521,                   0,             0.94932,                   1,             0.99262,             0.83519,            0.015404,           0.0030799,                   0,            0.003895,            0.003895,            0.003895
                 187,            0.013269,           0.0050771,                   0,             0.94943,                   1,             0.99262,             0.80282,            0.019581,           0.0032077,                   0,            0.003862,            0.003862,            0.003862
                 188,            0.017825,            0.004859,                   0,             0.94943,                   1,             0.99262,              0.8465,            0.014505,            0.003006,                   0,            0.003829,            0.003829,            0.003829
                 189,            0.015362,           0.0053027,                   0,             0.94954,                   1,             0.99262,             0.81183,            0.016633,           0.0031848,                   0,            0.003796,            0.003796,            0.003796
                 190,            0.015471,           0.0049151,                   0,             0.94978,                   1,             0.99262,             0.83194,            0.015617,           0.0031118,                   0,            0.003763,            0.003763,            0.003763
                 191,            0.013126,           0.0052491,                   0,             0.95024,                   1,             0.99262,              0.8304,               0.016,           0.0031724,                   0,             0.00373,             0.00373,             0.00373
                 192,            0.015464,           0.0051545,                   0,             0.95011,                   1,             0.99262,              0.8164,            0.016486,           0.0031686,                   0,            0.003697,            0.003697,            0.003697
                 193,            0.016962,           0.0045138,                   0,             0.95072,                   1,             0.99262,             0.81141,            0.016295,           0.0031862,                   0,            0.003664,            0.003664,            0.003664
                 194,             0.01586,           0.0052235,                   0,             0.95112,                   1,             0.99262,             0.83479,            0.014793,           0.0031805,                   0,            0.003631,            0.003631,            0.003631
                 195,            0.014244,            0.004963,                   0,             0.95236,                   1,             0.99262,              0.7927,             0.01974,           0.0034752,                   0,            0.003598,            0.003598,            0.003598
                 196,            0.017663,           0.0046985,                   0,             0.95235,             0.99944,             0.99262,             0.83602,            0.015165,           0.0033035,                   0,            0.003565,            0.003565,            0.003565
                 197,            0.015742,           0.0049128,                   0,             0.95238,             0.99988,             0.99262,             0.78828,            0.017662,           0.0032868,                   0,            0.003532,            0.003532,            0.003532
                 198,            0.014228,           0.0043517,                   0,             0.95236,             0.99954,             0.99262,             0.84792,             0.01518,           0.0032196,                   0,            0.003499,            0.003499,            0.003499
                 199,            0.013111,           0.0045666,                   0,             0.95235,             0.99926,             0.99262,             0.76755,             0.02022,           0.0035124,                   0,            0.003466,            0.003466,            0.003466
                 200,            0.018421,           0.0049381,                   0,             0.95235,             0.99942,             0.99024,             0.84302,            0.014827,           0.0033092,                   0,            0.003433,            0.003433,            0.003433
                 201,            0.014839,           0.0046255,                   0,             0.95213,                   1,             0.99262,             0.78179,            0.019622,           0.0033684,                   0,              0.0034,              0.0034,              0.0034
                 202,            0.015388,           0.0046046,                   0,             0.95198,                   1,             0.99262,             0.82803,            0.015638,           0.0032144,                   0,            0.003367,            0.003367,            0.003367
                 203,            0.013065,           0.0047491,                   0,             0.95155,                   1,             0.99262,             0.78715,            0.021117,           0.0035825,                   0,            0.003334,            0.003334,            0.003334
                 204,            0.019126,           0.0050529,                   0,             0.95126,                   1,             0.99262,             0.82478,            0.016171,           0.0033669,                   0,            0.003301,            0.003301,            0.003301
                 205,            0.016066,           0.0047709,                   0,             0.95068,                   1,             0.99262,             0.82812,            0.015725,           0.0032029,                   0,            0.003268,            0.003268,            0.003268
                 206,            0.013196,           0.0040024,                   0,             0.95083,                   1,             0.99262,             0.85635,             0.01473,           0.0031495,                   0,            0.003235,            0.003235,            0.003235
                 207,            0.013091,           0.0043633,                   0,             0.95049,                   1,             0.99262,             0.78539,            0.017304,           0.0034575,                   0,            0.003202,            0.003202,            0.003202
                 208,            0.016867,           0.0051638,                   0,             0.95049,                   1,             0.99262,             0.83915,            0.015231,           0.0032153,                   0,            0.003169,            0.003169,            0.003169
                 209,             0.01326,           0.0050627,                   0,             0.95031,                   1,             0.99262,             0.80886,            0.017252,           0.0031867,                   0,            0.003136,            0.003136,            0.003136
                 210,            0.014527,           0.0047103,                   0,             0.95019,                   1,             0.99262,             0.83691,            0.014624,           0.0030732,                   0,            0.003103,            0.003103,            0.003103
                 211,            0.012225,           0.0043217,                   0,             0.95013,                   1,             0.99262,             0.80836,            0.020564,           0.0034099,                   0,             0.00307,             0.00307,             0.00307
                 212,            0.018531,           0.0052539,                   0,             0.95016,                   1,             0.99262,             0.84515,            0.016364,           0.0032458,                   0,            0.003037,            0.003037,            0.003037
                 213,            0.014861,           0.0052084,                   0,             0.95015,                   1,             0.99262,             0.81538,            0.017187,           0.0032282,                   0,            0.003004,            0.003004,            0.003004
                 214,            0.012676,           0.0047451,                   0,             0.95027,                   1,             0.99262,             0.83097,            0.015006,           0.0031428,                   0,            0.002971,            0.002971,            0.002971
                 215,            0.011832,           0.0044559,                   0,             0.95022,                   1,             0.99262,             0.81407,             0.01565,           0.0031481,                   0,            0.002938,            0.002938,            0.002938
                 216,            0.013874,           0.0047169,                   0,             0.95027,                   1,             0.99262,             0.81841,            0.017871,           0.0032439,                   0,            0.002905,            0.002905,            0.002905
                 217,            0.014473,           0.0042839,                   0,             0.95034,                   1,             0.99262,             0.82091,            0.015412,           0.0031624,                   0,            0.002872,            0.002872,            0.002872
                 218,            0.012301,           0.0043821,                   0,             0.95035,                   1,             0.99262,             0.81581,            0.016093,            0.003201,                   0,            0.002839,            0.002839,            0.002839
                 219,            0.011971,           0.0045151,                   0,             0.95029,                   1,             0.99262,             0.82765,            0.015988,           0.0032644,                   0,            0.002806,            0.002806,            0.002806
                 220,            0.015829,           0.0049045,                   0,             0.95022,                   1,             0.99262,             0.81462,            0.016183,           0.0032272,                   0,            0.002773,            0.002773,            0.002773
                 221,            0.011862,            0.004279,                   0,             0.95035,                   1,             0.99262,             0.81265,             0.01592,           0.0032144,                   0,             0.00274,             0.00274,             0.00274
                 222,            0.011804,           0.0049614,                   0,             0.95041,                   1,             0.99262,             0.83028,            0.015681,           0.0031962,                   0,            0.002707,            0.002707,            0.002707
                 223,            0.012373,           0.0044527,                   0,             0.95042,                   1,             0.99262,             0.82093,            0.017044,            0.003336,                   0,            0.002674,            0.002674,            0.002674
                 224,            0.015071,           0.0042547,                   0,              0.9504,                   1,             0.99262,             0.80197,            0.017371,           0.0032973,                   0,            0.002641,            0.002641,            0.002641
                 225,            0.012916,           0.0038571,                   0,             0.95052,                   1,             0.99262,             0.82584,             0.01531,           0.0032225,                   0,            0.002608,            0.002608,            0.002608
                 226,            0.012291,           0.0045971,                   0,             0.95042,                   1,             0.99262,             0.82134,            0.016479,           0.0032778,                   0,            0.002575,            0.002575,            0.002575
                 227,            0.011817,           0.0040958,                   0,             0.95047,                   1,             0.99262,             0.83301,            0.015004,           0.0032253,                   0,            0.002542,            0.002542,            0.002542
                 228,            0.014654,           0.0044144,                   0,             0.95059,                   1,             0.99262,             0.80673,            0.017497,           0.0033436,                   0,            0.002509,            0.002509,            0.002509
                 229,            0.012768,           0.0047543,                   0,             0.95038,                   1,             0.99262,             0.83167,             0.01477,           0.0032406,                   0,            0.002476,            0.002476,            0.002476
                 230,            0.012764,           0.0048989,                   0,             0.95046,                   1,             0.99262,             0.81628,            0.016369,           0.0033112,                   0,            0.002443,            0.002443,            0.002443
                 231,            0.012037,           0.0045265,                   0,              0.9504,                   1,             0.99262,             0.83147,            0.014665,           0.0032411,                   0,             0.00241,             0.00241,             0.00241
                 232,            0.014623,           0.0042816,                   0,              0.9505,                   1,             0.99262,             0.82341,            0.015951,            0.003315,                   0,            0.002377,            0.002377,            0.002377
                 233,            0.011465,           0.0045393,                   0,             0.95047,                   1,             0.99262,             0.83468,            0.014446,           0.0032473,                   0,            0.002344,            0.002344,            0.002344
                 234,            0.012255,           0.0041848,                   0,             0.95053,                   1,             0.99262,             0.82013,            0.017637,            0.003355,                   0,            0.002311,            0.002311,            0.002311
                 235,            0.012637,            0.004556,                   0,             0.95065,                   1,             0.99262,             0.83793,             0.01399,           0.0031939,                   0,            0.002278,            0.002278,            0.002278
                 236,            0.013402,           0.0048456,                   0,             0.95069,                   1,             0.99262,             0.85596,             0.01423,           0.0032129,                   0,            0.002245,            0.002245,            0.002245
                 237,            0.012502,           0.0044211,                   0,             0.95066,                   1,             0.99262,             0.82337,            0.016326,           0.0032506,                   0,            0.002212,            0.002212,            0.002212
                 238,              0.0104,           0.0037679,                   0,             0.95078,                   1,             0.99262,             0.82816,            0.014924,           0.0032163,                   0,            0.002179,            0.002179,            0.002179
                 239,            0.011642,           0.0045928,                   0,             0.95062,                   1,             0.99262,             0.83457,            0.015494,           0.0031476,                   0,            0.002146,            0.002146,            0.002146
                 240,            0.012423,           0.0044779,                   0,             0.95051,                   1,             0.99262,             0.84919,            0.014441,           0.0031643,                   0,            0.002113,            0.002113,            0.002113
                 241,            0.012062,           0.0046758,                   0,             0.95033,                   1,             0.99262,             0.81854,            0.015571,           0.0031996,                   0,             0.00208,             0.00208,             0.00208
                 242,            0.010635,           0.0042546,                   0,             0.95021,                   1,             0.99262,             0.83675,            0.014457,           0.0031304,                   0,            0.002047,            0.002047,            0.002047
                 243,            0.011063,           0.0040823,                   0,             0.94993,                   1,             0.99262,             0.79799,            0.017313,           0.0032001,                   0,            0.002014,            0.002014,            0.002014
                 244,            0.013522,           0.0045196,                   0,             0.94974,                   1,             0.99262,             0.82496,            0.015549,           0.0031619,                   0,            0.001981,            0.001981,            0.001981
                 245,            0.011337,           0.0037136,                   0,             0.94961,                   1,             0.99262,               0.828,            0.014545,           0.0031662,                   0,            0.001948,            0.001948,            0.001948
                 246,            0.010683,           0.0047446,                   0,             0.94949,                   1,             0.99262,             0.84348,            0.014314,           0.0031548,                   0,            0.001915,            0.001915,            0.001915
                 247,            0.011887,           0.0045788,                   0,             0.94945,                   1,             0.99262,               0.814,             0.01539,           0.0031981,                   0,            0.001882,            0.001882,            0.001882
                 248,            0.012146,           0.0044162,                   0,              0.9495,                   1,             0.99262,             0.83686,            0.014209,           0.0031581,                   0,            0.001849,            0.001849,            0.001849
                 249,            0.010932,           0.0043363,                   0,             0.94952,                   1,             0.99262,             0.83401,            0.014666,           0.0031948,                   0,            0.001816,            0.001816,            0.001816
                 250,            0.010624,           0.0042129,                   0,             0.94953,                   1,             0.99262,             0.84136,            0.014377,           0.0031443,                   0,            0.001783,            0.001783,            0.001783
                 251,           0.0099887,           0.0038354,                   0,             0.94952,                   1,             0.99262,             0.81567,            0.014627,           0.0031009,                   0,             0.00175,             0.00175,             0.00175
                 252,             0.01094,           0.0043356,                   0,             0.94959,                   1,             0.99262,             0.82634,            0.014665,           0.0031443,                   0,            0.001717,            0.001717,            0.001717
                 253,            0.012091,           0.0042562,                   0,             0.94958,                   1,             0.99262,             0.81854,            0.015153,            0.003159,                   0,            0.001684,            0.001684,            0.001684
                 254,            0.011172,           0.0042536,                   0,              0.9495,                   1,             0.99262,              0.8294,            0.015143,           0.0031605,                   0,            0.001651,            0.001651,            0.001651
                 255,            0.010804,           0.0040524,                   0,             0.94955,                   1,             0.99262,             0.81125,            0.015504,           0.0032239,                   0,            0.001618,            0.001618,            0.001618
                 256,            0.011864,           0.0041287,                   0,             0.94947,                   1,             0.99262,             0.82373,             0.01435,             0.00315,                   0,            0.001585,            0.001585,            0.001585
                 257,            0.010807,           0.0044467,                   0,             0.94949,                   1,             0.99262,             0.80954,            0.014775,           0.0031652,                   0,            0.001552,            0.001552,            0.001552
                 258,            0.011099,           0.0041824,                   0,             0.94957,                   1,             0.99262,             0.81719,            0.015217,             0.00317,                   0,            0.001519,            0.001519,            0.001519
                 259,            0.010923,           0.0041017,                   0,             0.94959,                   1,             0.99262,             0.84037,            0.014487,           0.0031695,                   0,            0.001486,            0.001486,            0.001486
                 260,            0.013436,           0.0041918,                   0,             0.94967,                   1,             0.99262,             0.84202,            0.014425,           0.0031753,                   0,            0.001453,            0.001453,            0.001453
                 261,            0.010769,           0.0042295,                   0,             0.94967,                   1,             0.99262,             0.82343,            0.014844,            0.003191,                   0,             0.00142,             0.00142,             0.00142
                 262,            0.010861,           0.0048114,                   0,             0.94973,                   1,             0.99262,             0.81579,            0.014691,             0.00318,                   0,            0.001387,            0.001387,            0.001387
                 263,            0.010027,           0.0037181,                   0,             0.94977,                   1,             0.99262,             0.82744,             0.01535,           0.0032344,                   0,            0.001354,            0.001354,            0.001354
                 264,            0.011314,           0.0036295,                   0,             0.94981,                   1,             0.99262,             0.82261,             0.01495,           0.0032134,                   0,            0.001321,            0.001321,            0.001321
                 265,           0.0095238,               0.004,                   0,             0.94978,                   1,             0.99262,             0.82217,            0.014746,           0.0031762,                   0,            0.001288,            0.001288,            0.001288
                 266,           0.0099913,              0.0042,                   0,             0.94987,                   1,             0.99262,             0.81817,            0.014689,           0.0031652,                   0,            0.001255,            0.001255,            0.001255
                 267,            0.010647,            0.004686,                   0,             0.94998,                   1,             0.99262,             0.82402,            0.015142,           0.0032353,                   0,            0.001222,            0.001222,            0.001222
                 268,            0.010489,           0.0037867,                   0,             0.94991,                   1,             0.99262,             0.82127,            0.015102,            0.003221,                   0,            0.001189,            0.001189,            0.001189
                 269,            0.010407,           0.0041645,                   0,             0.94997,                   1,             0.99262,             0.80804,            0.015502,            0.003243,                   0,            0.001156,            0.001156,            0.001156
                 270,            0.010183,           0.0040783,                   0,             0.95003,                   1,             0.99262,             0.81653,            0.015522,           0.0032282,                   0,            0.001123,            0.001123,            0.001123
                 271,            0.009808,           0.0044225,                   0,             0.95008,                   1,             0.99262,             0.82321,            0.015507,            0.003242,                   0,             0.00109,             0.00109,             0.00109
                 272,             0.01084,           0.0043074,                   0,             0.95008,                   1,             0.99262,             0.82178,            0.015047,           0.0031896,                   0,            0.001057,            0.001057,            0.001057
                 273,            0.010042,            0.004276,                   0,             0.95002,                   1,             0.99262,              0.8239,            0.015162,            0.003201,                   0,            0.001024,            0.001024,            0.001024
                 274,           0.0098455,           0.0040816,                   0,             0.95001,                   1,             0.99262,             0.81945,            0.015003,           0.0032067,                   0,            0.000991,            0.000991,            0.000991
                 275,           0.0096602,           0.0040746,                   0,             0.95002,                   1,             0.99262,             0.82054,            0.015705,            0.003253,                   0,            0.000958,            0.000958,            0.000958
                 276,            0.010772,           0.0045424,                   0,             0.95014,                   1,             0.99262,             0.82606,            0.014828,           0.0032206,                   0,            0.000925,            0.000925,            0.000925
                 277,           0.0097461,           0.0039353,                   0,             0.95008,                   1,             0.99262,             0.82464,            0.014952,            0.003242,                   0,            0.000892,            0.000892,            0.000892
                 278,           0.0099787,           0.0037899,                   0,             0.95019,                   1,             0.99262,             0.80861,            0.015274,           0.0032744,                   0,            0.000859,            0.000859,            0.000859
                 279,           0.0097303,           0.0040741,                   0,              0.9502,                   1,             0.99262,             0.81307,            0.015616,           0.0032811,                   0,            0.000826,            0.000826,            0.000826
                 280,            0.010596,           0.0042237,                   0,             0.95022,                   1,             0.99262,             0.82247,            0.015238,           0.0032201,                   0,            0.000793,            0.000793,            0.000793
                 281,           0.0099683,           0.0044062,                   0,             0.95029,                   1,             0.99262,             0.82458,            0.014919,           0.0032048,                   0,             0.00076,             0.00076,             0.00076
                 282,           0.0097396,           0.0050499,                   0,             0.95023,                   1,             0.99262,             0.82784,            0.014622,           0.0031743,                   0,            0.000727,            0.000727,            0.000727
